return_id,client_id,order_id,probability_fraud,anomaly_score,is_anomaly,combined_score,decision,features_used,timestamp
580,5050,7495,1.0,-0.5863,True,0.75,BLOCK,63,2026-04-14T11:26:32.080357
581,5049,7499,1.0,-0.6203,True,0.7875,BLOCK,63,2026-04-14T11:26:32.279785
582,5047,7502,1.0,-0.6292,True,0.75,BLOCK,63,2026-04-14T11:26:32.480376
583,5044,7512,1.0,-0.6156,True,0.8175,BLOCK,63,2026-04-14T11:26:32.681441
584,5043,7514,1.0,-0.6268,True,0.775,BLOCK,63,2026-04-14T11:26:32.881577
585,5043,7515,1.0,-0.6016,True,0.775,BLOCK,63,2026-04-14T11:26:33.082917
586,5042,7518,1.0,-0.6113,True,0.805,BLOCK,63,2026-04-14T11:26:33.286418
587,5040,7524,0.0,-0.59,True,0.18,APPROVE,63,2026-04-14T11:26:33.491877
588,5037,7534,0.0,-0.6163,True,0.205,APPROVE,63,2026-04-14T11:26:33.694674
589,5033,7542,1.0,-0.6418,True,0.8875,BLOCK,63,2026-04-14T11:26:33.896677
590,5028,7550,0.0,-0.6502,True,0.175,APPROVE,63,2026-04-14T11:26:34.092484
591,5028,7552,1.0,-0.6451,True,0.82,BLOCK,63,2026-04-14T11:26:34.294262
592,5027,7553,1.0,-0.6527,True,0.8125,BLOCK,63,2026-04-14T11:26:34.490058
593,5022,7566,1.0,-0.622,True,0.775,BLOCK,63,2026-04-14T11:26:34.690652
594,5022,7569,1.0,-0.6309,True,0.775,BLOCK,63,2026-04-14T11:26:34.890243
595,5016,7580,1.0,-0.6363,True,0.8125,BLOCK,63,2026-04-14T11:26:35.101294
596,5016,7581,1.0,-0.6194,True,0.8175,BLOCK,63,2026-04-14T11:26:35.400495
597,5014,7586,1.0,-0.6187,True,0.78,BLOCK,63,2026-04-14T11:26:35.594847
598,5013,7592,1.0,-0.6188,True,0.75,BLOCK,63,2026-04-14T11:26:35.795731
599,5012,7596,1.0,-0.6125,True,0.75,BLOCK,63,2026-04-14T11:26:36.004460
600,5008,7607,1.0,-0.6552,True,0.775,BLOCK,63,2026-04-14T11:26:36.203388
601,5004,7616,1.0,-0.5961,True,0.75,BLOCK,63,2026-04-14T11:26:36.520009
602,5003,7619,1.0,-0.6443,True,0.775,BLOCK,63,2026-04-14T11:26:36.724814
603,5002,7622,1.0,-0.6282,True,0.855,BLOCK,63,2026-04-14T11:26:36.925667
